1960 65.3 
1961 66 
1962 66.2 
1963 67.2 
1964 67.7 
1965 67.7 
1966 68.4 
1967 68.9 
1968 69.1 
1969 69.2 
1970 69.3 
1971 70.2 
1972 70.5 
1973 70.7 
1974 71.2 
1975 71.7 
1976 72.2 
1977 72.7 
1978 73 
1979 73.5 
1980 73.4 
1981 73.8 
1982 74.2 
1983 74.2 
1984 74.5 
1985 74.8 
1986 75.2 
1987 75.6 
1988 75.5 
1989 75.9 
1990 75.9 
1991 76.1 
1992 76.1 
1993 76.3 
1994 76.6 
1995 76.4 
1996 77 
1997 77.2 
1998 77.2 
1999 77.1 
2000 77.7 
2001 78.1 
2002 78.3 
2003 78.4 
2004 78.6 
2005 78.6 
2006 79 
2007 79.2 
2008 79.3 
2009 79.6 
2010 79.6 
2011 79.4 
2012 79.9 
2013 80.2 
2014 80.5 
2015 80.8 
2016 81 
