1970 58.7 
1971 59.1 
1972 59.4 
1973 59.7 
1974 60 
1975 60.3 
1976 60.6 
1977 60.9 
1978 61.1 
1979 61.4 
1980 61.9 
1981 62.4 
1982 62.9 
1983 63.4 
1984 64 
1985 64.6 
1986 65.3 
1987 65.9 
1988 66.5 
1989 67 
1990 67.5 
1991 67.9 
1992 68.4 
1993 68.9 
1994 69.3 
1995 69.7 
1996 70.2 
1997 70.7 
1998 71.2 
1999 71.8 
2000 72.3 
2001 72.9 
2002 73.4 
2003 73.8 
2004 74.3 
2005 74.9 
2006 75.4 
2007 75.9 
2008 76.2 
2009 76.7 
2010 76.8 
2011 77.3 
2012 77.6 
2013 78.1 
2014 78.6 
2015 79 
2016 79.3 
